age,workClass,fnlwgt,education,educNum,mariStat,occup,relationship,origEthn,sex,capitalGain,capitalLoss,hoursWeek,nativCountry,income,LcapitalGain,LcapitalLoss,ageQ,hoursWeekQ
53,Other-Govt,140359,Dropout,1,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,35,United-States,incLow,0,0,Ag5,HW1
18,Private,243313,HS-grad,9,Never-Married,Sales,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
66,Self-Employed,167687,HS-grad,9,Married,Blue-Collar,Husband,White,Male,cgLow,None,50,United-States,incLow,7.25134498337221,0,Ag5,HW3
75,Private,314209,Associates,11,Widowed,Admin,Not-in-family,White,Female,None,None,20,South-America,incLow,0,0,Ag5,HW1
65,Private,176796,HS-grad,9,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
35,Private,538583,Dropout,7,Not-Married,Blue-Collar,Not-in-family,Black,Male,cgLow,None,40,United-States,incLow,8.20930841164694,0,Ag3,HW2
41,Private,130408,HS-grad,9,Not-Married,Sales,Unmarried,Black,Female,None,None,38,United-States,incLow,0,0,Ag3,HW1
25,Private,159732,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Male,None,None,42,United-States,incLow,0,0,Ag1,HW3
33,Private,110978,HS-Graduate,10,Not-Married,Blue-Collar,Other-relative,Other,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
28,Private,76714,Prof-School,15,Never-Married,Professional,Not-in-family,White,Male,None,None,55,United-States,incHigh,0,0,Ag2,HW3
59,Other-Govt,268700,HS-grad,9,Married,Service,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
40,Other-Govt,170525,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Female,None,None,38,United-States,incLow,0,0,Ag3,HW1
41,Private,180138,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,50,Other,incHigh,0,0,Ag3,HW3
38,Other-Govt,115076,Masters,14,Married,White-Collar,Husband,White,Male,None,None,70,United-States,incHigh,0,0,Ag3,HW3
23,Private,115458,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
40,Private,347890,Bachelors,13,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
41,Self-Employed,196001,HS-grad,9,Married,Service,Wife,White,Female,None,None,20,United-States,incLow,0,0,Ag3,HW1
24,Other-Govt,273905,Associates,12,Married,Other-occups,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag1,HW3
38,Private,179488,HS-Graduate,10,Not-Married,Blue-Collar,Not-in-family,White,Male,None,clLow,40,United-States,incLow,0,7.46278915741245,Ag3,HW2
58,Private,236596,HS-grad,9,Married,Admin,Husband,White,Male,None,None,45,United-States,incHigh,0,0,Ag5,HW3
32,Private,183916,HS-grad,9,Never-Married,Service,Not-in-family,White,Female,None,None,34,United-States,incLow,0,0,Ag2,HW1
40,Private,207578,Associates,12,Married,Other-occups,Husband,White,Male,None,clHigh,60,United-States,incHigh,0,7.58984151218266,Ag3,HW3
41,Private,112763,Prof-School,15,Married,Professional,Wife,White,Female,None,None,40,United-States,incHigh,0,0,Ag3,HW2
42,Private,390781,Bachelors,13,Married,Admin,Wife,Black,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
59,Other-Govt,171328,Dropout,6,Widowed,Service,Unmarried,Black,Female,None,None,30,United-States,incLow,0,0,Ag5,HW1
19,Other-Govt,27382,HS-Graduate,10,Never-Married,Admin,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
58,Private,259014,HS-Graduate,10,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,20,United-States,incLow,0,0,Ag5,HW1
42,Self-Employed,303044,HS-grad,9,Married,Blue-Collar,Husband,Asian,Male,None,None,40,SE-Asia,incHigh,0,0,Ag4,HW2
20,Private,117789,HS-grad,9,Never-Married,Service,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
32,Private,172579,HS-grad,9,Not-Married,Service,Not-in-family,White,Female,None,None,30,United-States,incLow,0,0,Ag2,HW1
45,Private,187666,Associates,11,Widowed,White-Collar,Not-in-family,White,Female,None,None,45,United-States,incLow,0,0,Ag4,HW3
50,Private,204518,Dropout,4,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
36,Private,150042,Bachelors,13,Not-Married,Professional,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
45,Private,98092,HS-grad,9,Married,Sales,Husband,White,Male,None,None,60,United-States,incLow,0,0,Ag4,HW3
59,Private,146013,HS-Graduate,10,Married,Sales,Husband,White,Male,cgLow,None,40,United-States,incLow,8.31016902198191,0,Ag5,HW2
26,Private,378322,Dropout,7,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
37,Self-Employed,257295,HS-Graduate,10,Married,White-Collar,Husband,Asian,Male,None,None,75,SE-Asia,incHigh,0,0,Ag3,HW3
64,Private,21174,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
33,Private,185480,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,45,United-States,incLow,0,0,Ag2,HW3
33,Private,222205,HS-grad,9,Married,Blue-Collar,Wife,White,Female,None,None,40,United-States,incHigh,0,0,Ag2,HW2
61,Private,69867,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
50,Self-Employed,30653,Masters,14,Married,Blue-Collar,Husband,White,Male,cgLow,None,98,United-States,incLow,7.78655180642871,0,Ag4,HW3
27,Other-Govt,209109,Masters,14,Never-Married,Professional,Own-child,White,Male,None,None,35,United-States,incLow,0,0,Ag2,HW1
30,Private,70377,HS-grad,9,Not-Married,Professional,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
43,Private,477983,HS-grad,9,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
44,Private,170924,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.89549263145163,0,Ag4,HW2
35,Private,190174,HS-Graduate,10,Never-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
25,Private,193787,HS-Graduate,10,Never-Married,Other-occups,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
24,Private,279472,HS-Graduate,10,Married,Blue-Collar,Wife,White,Female,cgLow,None,48,United-States,incHigh,8.89549263145163,0,Ag1,HW3
22,Private,34918,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,15,Euro_1,incLow,0,0,Ag1,HW1
42,Other-Govt,97688,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.55236726642389,0,Ag4,HW2
34,Private,175413,Associates,12,Not-Married,Sales,Unmarried,Black,Female,None,None,45,United-States,incLow,0,0,Ag3,HW3
60,Private,173960,Bachelors,13,Not-Married,Professional,Not-in-family,White,Female,None,None,42,United-States,incLow,0,0,Ag5,HW3
21,Private,205759,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
57,Federal-Govt,425161,Masters,14,Married,Sales,Husband,White,Male,cgHigh,None,40,United-States,incHigh,9.61747075940341,0,Ag5,HW2
41,Private,220531,Prof-School,15,Married,Professional,Husband,White,Male,None,None,60,United-States,incHigh,0,0,Ag3,HW3
50,Private,176609,HS-Graduate,10,Not-Married,Service,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag4,HW3
25,Private,371987,Bachelors,13,Never-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
50,Private,193884,Dropout,4,Married,Blue-Collar,Husband,White,Male,None,None,40,South-America,incLow,0,0,Ag4,HW2
36,Private,200352,Bachelors,13,Married,Professional,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
31,Private,127595,HS-grad,9,Not-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
29,Other-Govt,220419,Bachelors,13,Never-Married,Other-occups,Not-in-family,White,Male,None,None,56,United-States,incLow,0,0,Ag2,HW3
21,Private,231931,HS-Graduate,10,Never-Married,Sales,Own-child,White,Male,None,None,45,United-States,incLow,0,0,Ag1,HW3
27,Private,248402,Bachelors,13,Never-Married,Other-occups,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
65,Private,111095,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,16,United-States,incLow,0,0,Ag5,HW1
37,Self-Employed,57424,Bachelors,13,Not-Married,Sales,Not-in-family,White,Female,None,None,60,United-States,incLow,0,0,Ag3,HW3
24,Private,278130,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
38,Private,169469,HS-grad,9,Not-Married,Sales,Not-in-family,White,Male,None,None,80,United-States,incLow,0,0,Ag3,HW3
48,Private,146268,Bachelors,13,Married,Admin,Husband,White,Male,cgHigh,None,40,United-States,incHigh,8.94754601503218,0,Ag4,HW2
21,Private,153718,HS-Graduate,10,Never-Married,Service,Not-in-family,Asian,Female,None,None,25,United-States,incLow,0,0,Ag1,HW1
31,Private,217460,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incHigh,0,0,Ag2,HW3
55,Private,238638,HS-grad,9,Married,Sales,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.38640090116621,0,Ag5,HW2
24,Private,303296,HS-Graduate,10,Married,Admin,Wife,Asian,Female,None,None,40,SE-Asia,incLow,0,0,Ag1,HW2
43,Private,173321,HS-grad,9,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
26,Private,193945,Associates,12,Never-Married,Other-occups,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag1,HW3
46,Private,83082,Associates,12,Never-Married,Professional,Not-in-family,White,Female,None,None,33,United-States,incLow,0,0,Ag4,HW1
35,Private,193815,Associates,12,Married,Admin,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
41,Self-Employed,34987,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,54,United-States,incHigh,0,0,Ag3,HW3
26,Private,59306,Bachelors,13,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
34,Private,142897,Masters,14,Married,White-Collar,Husband,Asian,Male,cgLow,None,35,China,incHigh,8.89549263145163,0,Ag3,HW1
36,Self-Employed,205607,Bachelors,13,Not-Married,Professional,Not-in-family,Black,Female,None,None,40,United-States,incHigh,0,0,Ag3,HW2
22,Private,199698,HS-Graduate,10,Never-Married,Sales,Own-child,White,Male,None,None,15,United-States,incLow,0,0,Ag1,HW1
24,Private,191954,HS-Graduate,10,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
77,Self-Employed,138714,HS-Graduate,10,Married,Sales,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
22,Private,399087,Dropout,3,Married,Blue-Collar,Other-relative,White,Female,None,None,40,Latin-America,incLow,0,0,Ag1,HW2
29,Private,423158,HS-Graduate,10,Never-Married,Other-occups,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
62,Private,159841,HS-grad,9,Widowed,Service,Not-in-family,White,Female,None,None,24,United-States,incLow,0,0,Ag5,HW1
39,Self-Employed,174308,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
43,Private,50356,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,clLow,50,United-States,incLow,0,7.3038432252777,Ag4,HW3
35,Private,186110,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
29,Private,200381,Dropout,7,Never-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
76,Self-Employed,174309,Masters,14,Married,Blue-Collar,Husband,White,Male,None,None,10,United-States,incLow,0,0,Ag5,HW1
63,Self-Employed,78383,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag5,HW3
43,Private,187728,HS-Graduate,10,Married,Professional,Wife,White,Female,None,clLow,50,United-States,incHigh,0,7.54327334670545,Ag4,HW3
58,Self-Employed,321171,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
66,Private,127921,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Male,cgLow,None,55,United-States,incLow,7.62608275807238,0,Ag5,HW3
41,Private,206565,HS-Graduate,10,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
26,Private,224563,Bachelors,13,Never-Married,Admin,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
47,Private,178686,Associates,11,Never-Married,Service,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
55,Other-Govt,98545,Dropout,6,Married,Admin,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
53,Private,242606,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
30,Private,94235,HS-grad,9,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
49,Private,71195,Masters,14,Never-Married,Professional,Not-in-family,White,Male,None,None,60,United-States,incLow,0,0,Ag4,HW3
19,Private,104112,HS-grad,9,Never-Married,Sales,Unmarried,Black,Male,None,None,30,Latin-America,incLow,0,0,Ag1,HW1
45,Private,261192,HS-grad,9,Married,Service,Husband,Black,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
26,Private,94936,Associates,12,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
38,Private,296478,Associates,11,Married,Blue-Collar,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.89549263145163,0,Ag3,HW2
36,Other-Govt,119272,HS-grad,9,Married,Other-occups,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.89549263145163,0,Ag3,HW2
33,Private,85043,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,20,United-States,incLow,0,0,Ag2,HW1
22,Other-Govt,293364,HS-Graduate,10,Never-Married,Other-occups,Own-child,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
43,Self-Employed,241895,Bachelors,13,Never-Married,Sales,Not-in-family,White,Male,None,None,42,United-States,incLow,0,0,Ag4,HW3
56,Private,101128,Associates,12,Not-Married,Service,Not-in-family,White,Male,None,None,25,Other,incLow,0,0,Ag5,HW1
31,Private,156464,Bachelors,13,Never-Married,Professional,Own-child,White,Male,None,None,25,United-States,incLow,0,0,Ag2,HW1
33,Private,117963,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag2,HW2
26,Private,192262,HS-grad,9,Married,Service,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
33,Private,111363,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag2,HW2
46,Other-Govt,329752,Dropout,7,Married,Blue-Collar,Husband,White,Male,None,None,30,United-States,incLow,0,0,Ag4,HW1
38,Federal-Govt,95432,HS-grad,9,Married,Admin,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
65,Private,161400,Dropout,7,Widowed,Service,Unmarried,Other,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
40,Private,96129,Associates,11,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
42,Private,111949,HS-grad,9,Married,Admin,Wife,White,Female,None,None,35,United-States,incLow,0,0,Ag4,HW1
26,Self-Employed,117125,Dropout,5,Married,Blue-Collar,Husband,White,Male,None,None,40,Euro_2,incLow,0,0,Ag1,HW2
36,Private,348022,Dropout,6,Married,Service,Wife,White,Female,None,None,24,United-States,incLow,0,0,Ag3,HW1
62,Private,270092,Masters,14,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
43,Private,180609,Bachelors,13,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag4,HW3
43,Private,174575,Bachelors,13,Not-Married,White-Collar,Not-in-family,White,Male,None,clLow,45,United-States,incHigh,0,7.35564110297425,Ag4,HW3
22,Private,410439,HS-grad,9,Not-Married,Sales,Not-in-family,White,Male,None,None,55,United-States,incLow,0,0,Ag1,HW3
28,Private,92262,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
56,Self-Employed,183081,HS-Graduate,10,Married,Sales,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag5,HW3
22,Private,362589,Associates,12,Never-Married,Sales,Not-in-family,White,Female,None,None,15,United-States,incLow,0,0,Ag1,HW1
57,Private,212448,Bachelors,13,Not-Married,White-Collar,Not-in-family,White,Female,None,None,45,United-States,incHigh,0,0,Ag5,HW3
39,Private,481060,HS-grad,9,Not-Married,Sales,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
26,Federal-Govt,185885,HS-Graduate,10,Never-Married,Admin,Unmarried,White,Female,None,None,15,United-States,incLow,0,0,Ag1,HW1
40,Other-Govt,184018,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,38,United-States,incHigh,0,0,Ag3,HW1
45,Private,256649,HS-grad,9,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
44,Private,160323,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
20,Other-Govt,350845,HS-Graduate,10,Never-Married,Admin,Own-child,White,Female,None,None,10,United-States,incLow,0,0,Ag1,HW1
33,Private,267404,HS-grad,9,Married,Blue-Collar,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
23,Private,35633,HS-Graduate,10,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
46,Self-Employed,80914,Masters,14,Not-Married,White-Collar,Not-in-family,White,Male,None,None,30,United-States,incLow,0,0,Ag4,HW1
38,Private,172927,HS-grad,9,Married,Sales,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
54,Private,174319,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
46,Private,214955,Dropout,3,Not-Married,Blue-Collar,Not-in-family,White,Female,None,clHigh,45,United-States,incLow,0,7.75790620835175,Ag4,HW3
25,Private,344991,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
46,Private,108699,HS-Graduate,10,Not-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
36,Other-Govt,117312,HS-Graduate,10,Married,Blue-Collar,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
23,Private,396099,HS-grad,9,Never-Married,Service,Not-in-family,White,Female,None,None,25,United-States,incLow,0,0,Ag1,HW1
29,Private,134152,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
44,Private,162028,HS-Graduate,10,Married,Admin,Wife,White,Female,None,clHigh,6,United-States,incHigh,0,7.78986855905471,Ag4,HW1
19,Private,25429,HS-Graduate,10,Never-Married,Admin,Own-child,White,Female,None,None,16,United-States,incLow,0,0,Ag1,HW1
19,Private,232392,HS-grad,9,Never-Married,Service,Other-relative,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
35,Private,220098,HS-grad,9,Married,Service,Wife,White,Female,None,None,40,United-States,incHigh,0,0,Ag3,HW2
27,Private,301302,Bachelors,13,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,incLow,0,0,Ag2,HW3
46,Self-Employed,277946,Associates,12,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
34,Private,196164,HS-grad,9,Never-Married,Service,Not-in-family,White,Female,None,None,35,United-States,incLow,0,0,Ag3,HW1
44,Private,115562,HS-Graduate,10,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
45,Private,96975,HS-Graduate,10,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
25,Private,86872,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,55,United-States,incHigh,0,0,Ag1,HW3
52,Self-Employed,132178,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag5,HW3
20,Private,416103,HS-Graduate,10,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
