"SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "jnbjdq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "itavcq" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "CARVP"
"552539" "Shom" "Fcou" "Psan" "K1" "V0" "U1" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L1" "H0" "J2" "A0" "R1" "Q0" "O0" "M2" "T1" "D1" "B2" "I0" 139 34 0 3.8286413964891 6.74405918631135 2.39789527279837 13.4922068346244 9.0062638833792 0 2 -13406 3.8286413964891 2.70805020110221 3.80666248977032 12.1652558593297 13.4808780280445 0 0 1 0 0 0 0 14 0 6.74405918631135 0 4.23410650459726 "Coui"
"646307" "Shom" "Fseu" "Pcad" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O1" "M2" "T2" "D1" "B1" "I2" 92 31 0.693147180559945 4.11087386417331 12.6703348241468 3.09104245335832 12.3891106123079 0 12.3891106123079 1 5452 2.30258509299405 2.70805020110221 2.94443897916644 0 0 0 0 3 2 12.4266368732474 1 11.1391479595603 1 0 12.8032897041614 0 0.693147180559945 "Coui"
"807218" "Shom" "Fcou" "Pcad" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E1" "G1" "F0" "L1" "H0" "J2" "A0" "R1" "Q1" "O2" "M2" "T0" "D2" "B1" "I0" 119 28 2.89037175789616 6.21660610108486 0 1.09861228866811 13.1371357269822 11.4761784896031 12.2562998718691 1 3636 2.56494935746154 2.77258872223978 3.61091791264422 0 12.2098106504766 0 0 0 0 0 0 0 0 1 7.77695440332244 0 2.83321334405622 "Coui"
"843602" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R1" "N1" "E1" "G1" "F0" "L1" "H0" "J2" "A1" "R2" "Q0" "O1" "M2" "T0" "D1" "B2" "I1" 227 47 0.693147180559945 3.68887945411394 0 3.43398720448515 14.0441231269011 0 11.1562648066437 1 -41576 3.68887945411394 2.70805020110221 3.91202300542815 0 13.9868175094325 0 0 1 1 0 0 0 18 1 9.07920610395138 0 4.46590811865458 "Coui"
"860436" "Shom" "Fseu" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A1" "R0" "Q0" "O0" "M2" "T1" "D1" "B2" "I0" 49 42 0 3.13549421592915 5.55295958492162 3.09104245335832 11.1569360003226 10.2644084695597 10.6299727927066 1 866 3.13549421592915 2.70805020110221 3.73766961828337 0 0 0 0 1 0 0 1 5.55295958492162 20 0 5.55295958492162 0 3.58351893845611 "Coui"
"1041135" "Shom" "Fseu" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q2" "O1" "M1" "T0" "D2" "B0" "I1" 264 60 0.693147180559945 2.94443897916644 0 0 0 0 0 1 41565 2.94443897916644 2.83321334405622 2.30258509299405 0 0 0 0 0 0 0 0 0 0 0 10.7724770112923 8.42310226801664 0 "Coui"
"1053848" "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L1" "H0" "J1" "A0" "R2" "Q2" "O2" "M2" "T0" "D2" "B2" "I1" 182 34 1.6094379124341 3.73766961828337 0 2.56494935746154 13.5168713413262 0 0 1 10590 3.73766961828337 2.77258872223978 4.11087386417331 9.65007807402644 13.5168713413262 0 0 0 0 0 0 0 25 0 10.3737411505371 0 2.56494935746154 "Coui"
"1146168" "Sfem" "Fcou" "Pemp" "K1" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "J2" "A1" "R2" "Q2" "O2" "M2" "T2" "D1" "B2" "I2" 176 43 1.6094379124341 4.71849887129509 13.3178528553287 1.09861228866811 13.1350426545614 0 0 2 35315 4.71849887129509 2.70805020110221 4.23410650459726 12.2559146372874 13.1350426545614 1 9.37220408686774 4 2 13.1528246848868 1 10.442375714067 30 0 13.7349304559202 12.1614988300566 3.93182563272433 "Coui"
"1163558" "Shom" "Fseu" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R1" "N1" "E1" "G1" "F1" "L1" "H1" "J1" "A2" "R1" "Q2" "O1" "M2" "T0" "D1" "B2" "I2" 132 51 0.693147180559945 4.74493212836325 0 3.76120011569356 13.265476220973 0 0 1 192261 4.74493212836325 2.70805020110221 4.45434729625351 12.4818124420228 13.265476220973 0 0 0 0 0 0 0 42 1 12.3989961360196 10.9789165057486 2.30258509299405 "Coui"
"1222222" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A1" "R2" "Q2" "O1" "M2" "T2" "D1" "B1" "I2" 318 49 0.693147180559945 3.63758615972639 11.2310929173073 0 0 0 0 1 35867 3.63758615972639 2.70805020110221 3.40119738166216 11.3518525483153 0 0 0 1 1 11.2310929173073 0 0 12 0 11.7363489770918 7.82444593087762 0 "Coui"
"1245931" "Shom" "Fcou" "Pcad" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A2" "R1" "Q0" "O1" "M2" "T0" "D2" "B0" "I0" 148 62 0.693147180559945 4.65396035015752 0 2.39789527279837 11.9228141081382 10.8457383860798 11.5064143133546 1 343 0 3.71357206670431 1.09861228866811 0 0 0 0 0 0 0 0 0 15 0 6.0330862217988 0 1.6094379124341 "Coui"
"1442268" "Shom" "Fseu" "Pemp" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J1" "A2" "R2" "Q2" "O2" "M2" "T2" "D1" "B2" "I2" 246 62 1.79175946922805 3.97029191355212 11.3089838703897 1.09861228866811 7.85010354517558 7.85010354517558 0 1 21417 3.97029191355212 2.70805020110221 4.23410650459726 11.6680899164716 0 2 11.8690952813535 3 1 11.1366744395005 2 9.46568002150671 19 0 12.7417645253462 12.3823970888668 1.38629436111989 "Coui"
"1451001" "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J2" "A1" "R2" "Q0" "O2" "M2" "T1" "D2" "B2" "I1" 203 47 1.09861228866811 3.71357206670431 9.59471802775386 2.89037175789616 12.5237952003135 9.4354020824463 0 1 -6456 3.71357206670431 2.77258872223978 3.68887945411394 0 12.4771526633843 0 0 2 2 9.59471802775386 0 0 23 0 9.63475807300103 6.39859493453521 3.98898404656427 "Coui"
"1452546" "Shom" "Fseu" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "J1" "A1" "R1" "Q1" "O1" "M2" "T0" "D2" "B1" "I0" 88 47 0.693147180559945 3.43398720448515 0 0 8.81759403627579 8.81759403627579 0 1 5268 3.43398720448515 2.77258872223978 2.89037175789616 0 0 0 0 0 0 0 0 0 14 0 0 0 2.70805020110221 "Coui"
"1644080" "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q2" "O1" "M2" "T2" "D1" "B0" "I2" 228 56 0.693147180559945 3.97029191355212 12.8310293112004 0 0 0 0 1 18937 3.85014760171006 2.70805020110221 2.56494935746154 0 0 1 8.8879288190033 3 1 11.8370141986889 2 12.368858789323 2 0 12.9323329837315 10.3269890231304 0 "Coui"
"1949374" "Shom" "Fseu" "Pint" "K1" "V1" "U2" "X1" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "J1" "A1" "R1" "Q2" "O2" "M2" "T2" "D1" "B2" "I2" 103 39 3.17805383034795 4.11087386417331 10.4186736555791 0 9.17792048072007 9.17792048072007 0 2 9197 4.11087386417331 2.70805020110221 4.33073334028633 0 0 2 10.7065647924683 2 1 8.22523532410167 1 10.3004499481525 4 0 11.4332760132947 10.7065647924683 1.94591014905531 "Coui"
"2231081" "Sfem" "Fseu" "Psan" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J2" "A2" "R1" "Q1" "O1" "M2" "T2" "D1" "B1" "I2" 124 64 0.693147180559945 3.73766961828337 11.5704393711708 1.94591014905531 10.4767244364235 0 10.4767244364235 1 7595 3.73766961828337 2.70805020110221 3.46573590279973 0 0 1 9.85749596868514 3 1 10.2969475535169 2 11.2421529500322 11 0 11.7859024455873 9.9085248440534 3.46573590279973 "Coui"
"2241449" "Shom" "Fcou" "Pouv" "K1" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J2" "A2" "R1" "Q0" "O1" "M2" "T2" "D1" "B2" "I2" 150 51 0.693147180559945 3.13549421592915 11.6690313749458 4.02535169073515 12.6855654844776 10.3098189519723 11.5729663870554 2 -7356 3.13549421592915 2.70805020110221 3.8286413964891 0 12.1380025624287 1 10.8185375149741 4 2 9.53445080104152 1 4.69134788222914 16 0 12.0314335032756 10.8185375149741 4.45434729625351 "Coui"
"2243651" "Shom" "Fcou" "Pcad" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E1" "G1" "F0" "L1" "H0" "J0" "A2" "R2" "Q2" "O2" "M2" "T1" "D2" "B1" "I1" 226 50 2.19722457733622 4.38202663467388 10.3341654631157 2.39789527279837 11.5677639676739 9.24483841238375 10.884441797736 1 12551 2.39789527279837 2.77258872223978 3.09104245335832 0 10.6441860349543 0 0 3 1 0 1 10.3064161129923 4 1 11.0984700650239 0 0 "Coui"
"2244573" "Sfem" "Fcou" "Pint" "K1" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A1" "R1" "Q2" "O2" "M2" "T2" "D1" "B2" "I2" 83 46 3.29583686600433 4.34380542185368 12.4652780799894 2.19722457733622 11.4680013181162 0 11.4680013181162 2 56651 4.34380542185368 2.70805020110221 4.38202663467388 0 0 4 11.7635596619463 4 2 11.8873332486131 1 10.3236770560427 14 0 13.906697704281 13.5544691181783 0 "Coui"
"2344166" "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A1" "R1" "Q2" "O2" "M2" "T1" "D1" "B1" "I1" 161 47 1.09861228866811 3.40119738166216 9.73382552468893 2.70805020110221 11.5938416372163 0 11.5938416372163 1 34312 3.40119738166216 2.70805020110221 3.61091791264422 0 0 0 0 1 1 9.73382552468893 0 0 6 0 10.9209801649192 6.90875477931522 0 "Coui"
"2646853" "Shom" "Fcou" "Pint" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F1" "L0" "H0" "J1" "A0" "R1" "Q2" "O1" "M2" "T1" "D2" "B1" "I0" 150 33 0.693147180559945 3.29583686600433 6.36475075685191 0 9.168163293077 9.168163293077 0 2 9110 3.29583686600433 2.77258872223978 3.55534806148941 11.6526961029598 0 0 0 1 0 0 1 6.36475075685191 20 0 6.68586094706836 0 2.07944154167984 "Coui"
"3252819" "Sfem" "Fcou" "Pcad" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J0" "A2" "R2" "Q1" "O2" "M2" "T2" "D2" "B0" "I2" 186 59 2.63905732961526 4.40671924726425 11.5189572372019 1.38629436111989 11.4897387179949 0 11.4897387179949 1 6044 1.09861228866811 2.83321334405622 1.09861228866811 11.509529705901 0 1 8.66888370465667 3 1 10.2201943040285 1 8.8538082749772 5 0 11.7499009130152 8.66888370465667 0 "Coui"
"5002794" "Shom" "Fseu" "Pouv" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A0" "R0" "Q0" "O2" "M2" "T1" "D1" "B1" "I1" 28 32 2.07944154167984 3.71357206670431 9.63665331259718 1.38629436111989 10.5988073712077 0 10.5988073712077 1 -11472 3.71357206670431 2.70805020110221 3.46573590279973 0 0 0 0 1 1 9.63665331259718 0 0 3 0 9.78672899192593 0 4.45434729625351 "Coui"
"5006282" "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "J2" "A0" "R0" "Q2" "O2" "M2" "T0" "D2" "B1" "I2" 27 30 1.09861228866811 4.54329478227 0 0 11.002116507732 0 11.002116507732 1 45665 3.49650756146648 2.77258872223978 3.43398720448515 0 0 0 0 0 0 0 0 0 19 0 12.4866696782587 0 3.29583686600433 "Coui"
"5028122" "Shom" "Fcou" "Pint" "K1" "V1" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L1" "H1" "J2" "A1" "R0" "Q1" "O2" "M2" "T0" "D1" "B2" "I1" 18 42 2.63905732961526 4.8283137373023 0 1.79175946922805 13.4210343501202 10.6960048420416 11.772809733712 2 6178 4.8283137373023 2.70805020110221 4.18965474202643 0 13.1227193140514 1 8.96737669321267 0 0 0 0 0 0 0 9.06114406561406 8.96737669321267 3.95124371858143 "Coui"
"5033438" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J2" "A1" "R0" "Q0" "O2" "M2" "T0" "D1" "B1" "I0" 16 45 1.38629436111989 3.2188758248682 0 1.94591014905531 11.1680096817261 8.47699600166482 11.0978038828288 1 -359 3.2188758248682 2.70805020110221 3.13549421592915 11.6181949764873 0 0 0 0 0 0 0 0 5 0 0 0 3.97029191355212 "Coui"
"5054835" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R0" "Q0" "O0" "M0" "T1" "D1" "B0" "I1" 8 62 0 0 10.2946846888466 0 0 0 0 1 866 0 2.70805020110221 0 0 0 0 0 1 0 0 1 10.2946846888466 0 0 10.8285596154176 0 0 "Coui"
"7509027" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R0" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 1 39 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Coui"
"7549621" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R0" "Q2" "O1" "M1" "T0" "D1" "B2" "I1" 7 54 0.693147180559945 2.83321334405622 0 0 0 0 0 1 159222 2.83321334405622 2.70805020110221 3.66356164612965 11.465613707419 0 0 0 0 0 0 0 0 17 0 10.0671358440645 0 0 "Coui"
"153976" "Sfem" "Fcou" "Pint" "K0" "V1" "U0" "X0" "Y0" "R1" "N1" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R2" "Q2" "O0" "M2" "T0" "D1" "B0" "I2" 195 40 0 3.40119738166216 0 0 0 0 0 1 51724 3.40119738166216 2.70805020110221 2.19722457733622 0 0 1 12.4447587826431 0 0 0 0 0 5 1 12.7134954863916 12.4447587826431 0 "Coui"
"161022" "Shom" "Fcou" "Pcad" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J0" "A1" "R1" "Q2" "O2" "M2" "T2" "D0" "B1" "I2" 137 45 2.19722457733622 5.33271879326537 12.7296525860959 2.07944154167984 14.3123137250153 0 12.8319228372096 1 119749 2.89037175789616 2.39789527279837 3.04452243772342 0 14.0541281661298 1 11.9035949895906 5 2 9.42043920976958 3 12.6924262573717 2 0 13.4481573754547 11.9035949895906 0 "Coui"
"562218" "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J2" "A1" "R2" "Q0" "O0" "M2" "T1" "D1" "B2" "I1" 222 41 0 3.91202300542815 10.0855590780749 2.63905732961526 11.2839650283345 10.0846417615781 10.9253087856197 1 -12177 3.91202300542815 2.70805020110221 4.90527477843843 12.8722673494294 0 0 0 2 1 10.0797491179502 1 4.9416424226093 69 0 10.0855590780749 0 4.20469261939097 "Coui"
"564164" "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J2" "A0" "R1" "Q0" "O2" "M1" "T1" "D0" "B2" "I2" 137 25 1.09861228866811 2.19722457733622 10.0425536006591 0 0 0 0 1 -5461 2.19722457733622 2.39789527279837 3.68887945411394 11.8173319023144 0 0 0 2 1 10.0342526224157 1 5.25227342804663 19 0 11.7143631389564 11.4090527309052 4.45434729625351 "Coui"
"584918" "Sfem" "Fseu" "Pouv" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "J2" "A0" "R1" "Q0" "O0" "M2" "T2" "D0" "B2" "I2" 165 32 0 3.2188758248682 12.9047544815886 0 7.62168499872461 7.62168499872461 0 1 -7256 3.2188758248682 2.39789527279837 4.00733318523247 10.9369389041839 0 1 11.2153815910798 4 2 12.9038988623068 2 5.84354441703136 26 0 13.0741873246299 11.2153815910798 4.20469261939097 "Coui"
"749896" "Shom" "Fseu" "Pemp" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R1" "Q2" "O0" "M2" "T0" "D1" "B0" "I1" 76 51 0 3.43398720448515 0 0 0 0 0 2 13694 3.43398720448515 2.70805020110221 2.56494935746154 0 0 0 0 0 0 0 0 0 9 0 10.9099297262321 0 0 "Coui"
"941523" "Shom" "Fcou" "Pouv" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A1" "R2" "Q2" "O0" "M2" "T0" "D0" "B2" "I1" 257 44 0 3.89182029811063 0 0 0 0 0 2 10626 3.91202300542815 2.39789527279837 4.12713438504509 0 0 0 0 0 0 0 0 0 31 0 10.4372579207972 0 3.49650756146648 "Coui"
"1050432" "Shom" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J2" "A2" "R1" "Q0" "O2" "M2" "T1" "D0" "B2" "I1" 142 51 1.38629436111989 3.76120011569356 6.30809844150953 2.70805020110221 12.6500338453425 0 11.7921241550736 1 504 3.76120011569356 2.39789527279837 4.21950770517611 0 12.098309245256 0 0 1 0 0 0 0 19 0 10.5622244313394 3.93182563272433 3.97029191355212 "Coui"
"1340063" "Shom" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J2" "A2" "R2" "Q1" "O2" "M2" "T0" "D0" "B2" "I1" 303 52 1.09861228866811 3.46573590279973 0 1.09861228866811 8.62980733578537 8.62980733578537 0 1 3472 3.46573590279973 2.39789527279837 4.14313472639153 0 0 0 0 0 0 0 0 0 24 0 10.1738199866528 9.16461052027001 3.25809653802148 "Coui"
"1470028" "Sfem" "Fcou" "Pint" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R1" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 154 48 3.36729582998647 3.93182563272433 12.7433113522478 0 0 0 0 1 35423 3.93182563272433 2.39789527279837 3.8286413964891 0 0 3 12.3282017787632 5 2 11.5735406749777 1 10.3270544960083 0 0 13.4724158410477 12.7218141664498 0 "Coui"
"1949917" "Shom" "Fseu" "Pouv" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A0" "R1" "Q0" "O2" "M1" "T1" "D0" "B2" "I1" 87 24 1.6094379124341 2.89037175789616 10.2323955379221 2.19722457733622 10.8059227381198 6.34212141872115 10.7943579070634 1 455 1.09861228866811 2.39789527279837 3.73766961828337 0 0 0 0 3 0 0 3 10.2323955379221 23 0 10.2323955379221 0 2.70805020110221 "Coui"
"1980113" "Shom" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A2" "R1" "Q2" "O0" "M2" "T0" "D0" "B1" "I1" 88 53 0 4.49980967033027 0 1.09861228866811 11.3263066883384 0 11.3263066883384 1 44851 4.49980967033027 2.39789527279837 3.43398720448515 0 0 0 0 0 0 0 0 0 6 0 10.930854434664 0 2.19722457733622 "Coui"
"2040396" "Shom" "Fseu" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A1" "R2" "Q2" "O0" "M1" "T1" "D0" "B1" "I1" 259 45 0 2.70805020110221 8.04462627976734 0 0 0 0 1 30722 2.70805020110221 2.39789527279837 3.61091791264422 11.7833571005155 0 0 0 1 0 0 1 8.04462627976734 28 0 10.4805783309498 0 0 "Coui"
"2245612" "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X0" "Y2" "R0" "N0" "E0" "G1" "F0" "L0" "H1" "J0" "A2" "R1" "Q1" "O1" "M2" "T2" "D0" "B0" "I2" 170 57 0.693147180559945 4.33073334028633 11.9829353441964 0 10.6927173417731 10.6927173417731 0 1 3194 3.66356164612965 2.39789527279837 1.6094379124341 0 0 0 0 2 0 0 2 11.9829353441964 0 0 11.995357787035 7.60140233458373 0 "Coui"
"2550721" "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "J1" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 196 52 1.09861228866811 3.80666248977032 11.707406132588 0 8.01895468315572 8.01895468315572 0 1 22536 3.80666248977032 2.39789527279837 4.35670882668959 0 0 0 0 4 2 11.370601242758 2 10.455503103127 28 0 13.5114673694172 13.3315897322474 1.94591014905531 "Coui"
"2643348" "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X0" "Y2" "R1" "N1" "E0" "G1" "F1" "L0" "H1" "J0" "A1" "R2" "Q1" "O1" "M2" "T1" "D0" "B2" "I1" 177 46 0.693147180559945 3.52636052461616 9.84654676207332 0 6.80128303447162 6.80128303447162 0 1 7734 3.52636052461616 2.39789527279837 4.62497281328427 11.6472378025778 0 1 10.8560330650695 2 0 0 2 9.84654676207332 40 1 11.1667381898124 10.8560330650695 0 "Coui"
"2840169" "Shom" "Fcou" "Pcad" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J1" "A2" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 71 63 1.09861228866811 5.6970934865054 12.9410309312791 1.79175946922805 12.4024285912879 11.7429731279612 11.6744233734034 1 58283 5.00394630594546 2.39789527279837 4.4188406077966 11.9009120429749 0 0 0 4 2 11.4871357507839 2 12.674906841255 34 0 13.0566209318405 10.8416963197112 1.79175946922805 "Coui"
"3745851" "Sfem" "Fcou" "Pint" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J1" "A0" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 197 35 2.19722457733622 4.81218435537242 10.8178764771207 2.484906649788 13.4967340247507 0 11.7116615630323 2 26798 4.69134788222914 2.39789527279837 4.87519732320115 0 13.3130713364818 0 0 3 2 9.07474971766984 1 10.6255622681693 29 0 11.558434060201 0 1.6094379124341 "Coui"
"4300809" "Sfem" "Fcou" "Pcad" "K0" "V1" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A1" "R0" "Q0" "O0" "M0" "T1" "D0" "B0" "I2" 70 44 0 0 8.07246736935477 0 0 0 0 0 0 0 0 0 9.92822894442457 0 2 13.6381741546188 3 3 8.07246736935477 0 0 0 0 13.6468386198271 13.6414226117774 0 "Coui"
"5019602" "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A1" "R0" "Q0" "O1" "M0" "T0" "D2" "B0" "I0" 23 40 0.693147180559945 0.693147180559945 0 4.0943445622221 10.8535804978187 0 10.8535804978187 1 388 0.693147180559945 3.13549421592915 1.09861228866811 0 0 0 0 0 0 0 0 0 0 0 5.44673737166631 0 0 "Coui"
"5031910" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R0" "Q0" "O0" "M2" "T2" "D0" "B0" "I2" 18 39 0 7.00397413672268 13.7850523814069 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 13.7850523814069 0 0 13.7862454825808 0 0 "Coui"
"5047362" "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J1" "A2" "R0" "Q2" "O0" "M1" "T2" "D0" "B2" "I2" 12 64 0 2.63905732961526 11.4654773997829 0 0 0 0 1 8210 2.63905732961526 2.39789527279837 3.76120011569356 0 0 0 0 3 0 0 3 11.4654773997829 16 0 11.9791406772177 11.0477740446954 1.79175946922805 "Coui"
"5065847" "Sfem" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A1" "R0" "Q1" "O0" "M1" "T0" "D0" "B0" "I0" 5 42 0 3.04452243772342 0 3.17805383034795 11.5869098580598 11.5869098580598 0 1 6906 3.04452243772342 2.39789527279837 2.30258509299405 0 0 0 0 0 0 0 0 0 0 0 0 0 2.484906649788 "Coui"
"5074054" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q0" "O0" "M0" "T1" "D2" "B0" "I0" 2 36 0 0.693147180559945 7.00397413672268 0 0 0 0 1 1202 0.693147180559945 3.89182029811063 0 0 0 0 0 1 0 0 1 7.00397413672268 0 0 7.97728198675515 0 0 "Coui"
"5074279" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R0" "Q1" "O2" "M0" "T0" "D0" "B0" "I0" 2 51 1.09861228866811 0.693147180559945 0 0 0 0 0 1 1700 0.693147180559945 2.39789527279837 1.38629436111989 11.3385839825165 0 0 0 0 0 0 0 0 0 0 8.04205641005875 0 0 "Coui"
"5075425" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H0" "J1" "A2" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 1 52 0 0 0 0 6.66057514983969 6.66057514983969 0 1 -390 0 2.89037175789616 0.693147180559945 0 0 0 0 0 0 0 0 0 0 0 0 0 1.94591014905531 "Coui"
