"valence" "year" "acousticness" "danceability" "duration" "energy" "instrumentalness" "key" "liveness" "loudness" "mode" "popularity" "speechiness" "tempo" "pop.class"
"23936" 0.11 1946 0.996 0.298 196173 0.023 0.93 "E" 0.0931 -28.395 0 3 0.0436 59.168 "D"
"22638" 0.318 1939 0.986 0.441 186480 0.0838 0.259 "B" 0.11 -16.036 1 0 0.0443 69.033 "D"
"129135" 0.599 1961 0.715 0.849 195507 0.372 1.83e-06 "A" 0.225 -7.495 0 9 0.069 106.374 "D"
"112999" 0.199 1960 0.933 0.322 214000 0.147 6.64e-06 "Eb" 0.171 -16.249 1 11 0.0322 107.969 "D"
"122967" 0.616 2011 0.482 0.728 221293 0.492 6.24e-05 "A" 0.0354 -5.054 1 60 0.0269 134.616 "B"
"83095" 0.826 1973 0.543 0.492 147813 0.648 3.34e-05 "C" 0.124 -13.764 1 33 0.0751 191.817 "C"
"36171" 0.512 2008 0.631 0.586 209413 0.657 0.00833 "A" 0.125 -5.082 1 56 0.0286 134.358 "B"
"77181" 0.841 1942 0.18 0.739 189962 0.48 0.865 "C" 0.22 -17.228 0 0 0.0498 95.907 "D"
"119660" 0.862 1994 0.53 0.494 95707 0.627 0 "E" 0.258 -5.766 1 35 0.0915 204.299 "C"
"61975" 0.714 1954 0.903 0.543 118016 0.139 0.297 "F" 0.156 -22.121 1 7 0.0594 100.857 "D"
"28797" 0.292 1971 0.000485 0.239 171560 0.798 0.376 "F" 0.141 -13.952 1 50 0.0671 141.228 "B"
"126720" 0.0874 1949 0.982 0.326 384147 0.212 9.6e-05 "D" 0.0822 -14.842 1 0 0.0432 108.945 "D"
"91796" 0.224 2018 0.158 0.89 233040 0.607 0.000228 "A" 0.118 -6.916 0 65 0.124 134.022 "A"
"90121" 0.3 2009 0.0519 0.256 224587 0.788 0 "G" 0.157 -7.545 1 45 0.0989 163.748 "B"
"134646" 0.503 1989 0.19 0.285 301507 0.553 0 "Db" 0.557 -8.914 1 27 0.0301 92.079 "C"
"75113" 0.735 2020 0.00415 0.712 165704 0.891 0 "Gb" 0.258 -2.76 0 78 0.0401 126.012 "A"
"158401" 0.499 1959 0.939 0.181 104200 0.244 0.594 "A" 0.153 -13.226 1 9 0.0317 97.214 "D"
"131885" 0.942 1975 0.24 0.574 191983 0.559 0.00394 "G" 0.118 -12.945 1 23 0.04 82.351 "C"
"73218" 1e-05 2010 0.936 0.0854 300017 0.974 0.444 "Db" 0.125 -21.928 1 52 0.0632 86.656 "B"
"113948" 0.187 1965 0.979 0.353 270387 0.0238 0.891 "F" 0.102 -28.121 0 20 0.0471 61.975 "D"
"38973" 0.883 1928 0.993 0.47 145720 0.237 0.445 "G" 0.139 -18.642 0 0 0.164 187.03 "D"
"131937" 0.958 1975 0.153 0.681 258973 0.904 0.892 "F" 0.0556 -7.384 0 34 0.0552 108.896 "C"
"14363" 0.922 1993 0.289 0.818 242667 0.768 4.73e-06 "A" 0.107 -6.975 0 60 0.0482 121.562 "B"
"55794" 0.857 2012 0.19 0.839 245373 0.706 0 "F" 0.205 -6.119 0 53 0.231 96.67 "B"
"73893" 0.327 2014 0.184 0.669 213493 0.449 0 "C" 0.0729 -7.658 0 69 0.0489 114.926 "A"
"79876" 0.903 1957 0.993 0.363 53000 0.363 0.851 "D" 0.159 -17.611 1 20 0.0419 125.714 "D"
"134866" 0.237 1990 0.903 0.502 144133 0.0464 2.48e-05 "G" 0.143 -17.941 1 33 0.0366 77.907 "C"
"158280" 0.313 1958 0.861 0.361 171693 0.0908 0.469 "D" 0.163 -21.926 0 7 0.0337 112.228 "D"
"12663" 0.652 1985 0.00175 0.391 208400 0.938 1.09e-06 "D" 0.247 -4.86 1 58 0.0786 134.691 "B"
"72611" 0.477 2007 0.971 0.425 168787 0.0333 0.9 "G" 0.106 -28.34 0 58 0.0388 122.039 "B"
"120440" 0.628 1998 0.0603 0.595 498840 0.836 0.0477 "Db" 0.326 -6.917 1 52 0.0358 97.095 "B"
"121070" 0.447 2001 0.081 0.851 238133 0.809 0.00764 "E" 0.107 -4.951 0 47 0.0696 95.068 "B"
"57770" 0.523 1928 0.994 0.674 139000 0.299 0.0312 "Eb" 0.115 -12.037 1 0 0.0833 121.45 "D"
"83340" 0.476 1975 0.912 0.518 218133 0.431 0.923 "G" 0.138 -8.557 1 32 0.0286 125.479 "C"
"33013" 0.31 1992 0.000302 0.339 227173 0.861 0.789 "A" 0.096 -7.599 1 50 0.0543 152.394 "B"
"20047" 0.345 1926 0.182 0.678 100079 0.228 0 "Db" 0.283 -15.474 1 0 0.95 93.952 "D"
"147956" 0.617 1981 0.217 0.513 214933 0.727 1.73e-06 "F" 0.126 -9.851 0 20 0.395 165.932 "D"
"4722" 0.812 1945 0.876 0.647 143067 0.383 4.36e-06 "B" 0.369 -13.645 1 10 0.0386 122.396 "D"
"40275" 0.817 1935 0.939 0.725 168773 0.367 0.00683 "Ab" 0.249 -10.624 1 0 0.0949 96.058 "D"
"79174" 0.465 1954 0.284 0.588 331893 0.558 0.148 "G" 0.108 -10.493 1 6 0.0763 88.677 "D"
"25171" 0.724 1952 0.72 0.448 195467 0.578 0.00415 "Ab" 0.0686 -8.021 1 8 0.0423 165.013 "D"
"53283" 0.662 2000 0.0346 0.939 261693 0.727 0 "E" 0.0854 -4.349 0 49 0.235 96.968 "B"
"143618" 0.0929 1957 0.987 0.584 293853 0.0252 0.898 "F" 0.101 -21.262 1 7 0.0574 139.318 "D"
"13314" 0.56 1988 0.00345 0.6 215267 0.869 0.441 "C" 0.311 -5.126 1 51 0.0302 117.064 "B"
"169318" 0.0392 2014 0.791 0.411 263046 0.304 0.402 "Eb" 0.0896 -11.311 1 53 0.0345 67.553 "B"
"44431" 0.68 1956 0.756 0.627 472467 0.358 0.00234 "G" 0.123 -15.259 1 21 0.039 126.333 "C"
"7235" 0.287 1958 0.866 0.251 177013 0.308 6.18e-05 "C" 0.258 -11.544 0 60 0.0389 186.614 "B"
"147376" 0.4 1978 0.159 0.497 246840 0.531 0.00332 "G" 0.136 -11.083 0 25 0.0284 128.335 "C"
"80850" 0.191 1962 0.986 0.289 353360 0.0492 5.75e-05 "A" 0.974 -23.233 0 13 0.0414 139.416 "D"
"163598" 0.556 1985 0.26 0.739 182600 0.312 0.000302 "B" 0.0874 -16.576 0 22 0.051 95.956 "C"
"129151" 0.668 1961 0.731 0.486 220000 0.49 0.00167 "Ab" 0.135 -13.967 1 12 0.0468 127.261 "D"
"75989" 0.659 1930 0.982 0.507 177335 0.612 0.803 "A" 0.511 -8.767 1 0 0.0795 145.573 "D"
"53252" 0.646 2000 0.578 0.64 215600 0.781 0 "G" 0.272 -3.155 1 47 0.0398 91.02 "B"
"87138" 0.535 1994 0.0159 0.545 390533 0.581 9.41e-06 "Gb" 0.177 -7.643 0 39 0.0897 144.165 "C"
"93333" 0.737 1940 0.99 0.652 204453 0.245 0.727 "B" 0.22 -14.034 1 0 0.0573 113.176 "D"
"106956" 0.639 2011 0.972 0.671 165013 0.195 0.55 "A" 0.0791 -18.588 0 49 0.0526 121.691 "B"
"32951" 0.158 1992 0.0443 0.325 287800 0.937 0 "Ab" 0.0442 -6.295 1 52 0.085 106.989 "B"
"74833" 0.514 2018 0.14 0.622 242341 0.46 0.000369 "G" 0.119 -8.389 0 67 0.0372 183.241 "A"
"135664" 0.157 1994 0.306 0.723 194733 0.484 0.0133 "E" 0.366 -8.976 0 38 0.0652 103.983 "C"
"52130" 0.965 1994 0.211 0.681 220067 0.375 0.000927 "D" 0.051 -13.191 1 49 0.04 76.923 "B"
"150567" 0.506 1994 0.0157 0.785 271867 0.648 0.00198 "G" 0.1 -6.907 1 40 0.279 92.08 "C"
"9980" 0.757 1971 0.115 0.535 288093 0.596 0.0183 "A" 0.0932 -12.033 1 48 0.0313 109.319 "B"
"18441" 0.943 2014 0.0561 0.648 219200 0.785 0 "G" 0.148 -5.414 1 70 0.165 160.02 "A"
"90190" 0.457 2010 0.104 0.494 248787 0.599 0 "D" 0.0882 -6.836 1 50 0.0316 163.729 "B"
"94817" 0.451 1950 0.82 0.416 165627 0.205 0.975 "G" 0.0809 -17.367 1 0 0.0355 136.272 "D"
"117643" 0.755 1984 0.504 0.508 140840 0.494 0 "C" 0.327 -9.364 1 27 0.0406 154.126 "C"
"153835" 0.422 2011 0.37 0.636 236000 0.548 0.000525 "Gb" 0.0918 -7.178 0 43 0.089 152.05 "B"
"68704" 0.188 1988 0.0329 0.572 284053 0.51 0.103 "F" 0.163 -9.99 1 59 0.0308 103.973 "B"
"107266" 0.538 2012 0.0553 0.648 194000 0.677 0 "F" 0.277 -6.125 0 46 0.0404 141.895 "B"
"150990" 0.439 1996 0.0216 0.933 228533 0.445 0 "B" 0.129 -9.306 0 33 0.333 97.994 "C"
"28918" 0.88 1971 0.081 0.491 196680 0.791 6.87e-06 "G" 0.447 -8.801 1 41 0.036 93.116 "B"
"67596" 0.0521 1982 0.941 0.428 223237 0.0204 0.00918 "F" 0.0807 -25.487 1 38 0.0333 139.537 "C"
"111163" 0.665 1951 0.929 0.347 55720 0.176 0 "E" 0.929 -13.112 0 0 0.0365 93.422 "D"
"47647" 0.219 1972 0.199 0.291 607787 0.437 0.000206 "A" 0.0762 -10.486 1 43 0.0363 78.17 "B"
"119946" 0.907 1995 0.156 0.593 125933 0.885 0 "B" 0.337 -7.641 0 41 0.043 139.093 "B"
"65868" 0.263 1974 0.801 0.446 793674 0.501 0.164 "Ab" 0.0931 -9.771 1 36 0.0548 116.711 "C"
"65767" 0.163 1973 0.445 0.369 383000 0.27 0.172 "B" 0.11 -15.66 0 34 0.0346 110.812 "C"
"110091" 0.671 1946 0.986 0.712 157210 0.272 0 "C" 0.123 -7.626 0 0 0.164 124.762 "D"
"91243" 0.375 2015 0.362 0.633 213760 0.524 0.000146 "Db" 0.108 -10.111 0 56 0.134 85.016 "B"
"61076" 0.169 1950 0.984 0.256 219973 0.19 3.61e-06 "C" 0.116 -12.433 1 0 0.038 173.517 "D"
"35898" 0.678 2006 0.69 0.654 309920 0.72 0 "Ab" 0.2 -7.731 1 63 0.0395 99.911 "A"
"146930" 0.426 1976 0.619 0.432 197000 0.431 8.41e-05 "G" 0.329 -8.874 0 25 0.0359 136.046 "C"
"107079" 0.603 2012 0.27 0.524 337640 0.635 0 "F" 0.341 -7.22 0 54 0.302 127.618 "B"
"146794" 0.26 1975 0.932 0.421 453387 0.469 1.8e-06 "Bb" 0.696 -10.114 1 25 0.423 80.586 "C"
"43880" 0.0759 1953 0.871 0.171 239800 0.243 0.944 "F" 0.148 -14.114 1 2 0.0325 80.181 "D"
"63791" 0.405 1963 0.617 0.302 170400 0.235 1.38e-05 "Bb" 0.199 -13.683 1 33 0.0307 105.111 "C"
"157682" 0.38 1955 0.891 0.442 124160 0.234 0.0487 "A" 0.0833 -13.936 1 1 0.033 118.644 "D"
"145659" 0.269 1970 0.621 0.335 266043 0.325 0.00142 "F" 0.136 -8.615 0 27 0.0353 140.954 "C"
"32471" 0.616 1989 0.215 0.562 270200 0.762 1.05e-06 "A" 0.421 -6.06 1 50 0.0256 101.922 "B"
"65158" 0.551 1970 0.621 0.51 390240 0.62 0.00461 "E" 0.724 -12.232 1 35 0.186 120.49 "C"
"102569" 0.337 1989 0.244 0.526 310960 0.441 0.0154 "G" 0.0948 -9.986 1 30 0.0252 86.209 "C"
"61304" 0.145 1951 0.992 0.287 397240 0.198 0.0202 "G" 0.153 -14.408 1 0 0.102 78.176 "D"
"98294" 0.85 1968 0.711 0.446 143933 0.349 0 "G" 0.0601 -11.99 1 23 0.0425 163.446 "C"
"5447" 0.0617 1949 0.995 0.277 132067 0.0445 0.93 "A" 0.0928 -23.871 0 29 0.0462 62.192 "C"
"117478" 0.893 1983 0.0152 0.721 177027 0.623 0 "D" 0.326 -10.817 1 25 0.0318 140.278 "C"
"57974" 0.688 1929 0.994 0.734 177507 0.215 0.648 "Bb" 0.234 -12.517 1 2 0.117 118.586 "D"
"2216" 0.531 1933 0.934 0.582 197693 0.216 0.000716 "G" 0.317 -12.579 1 39 0.0423 95.463 "C"
"17219" 0.323 2008 0.0973 0.687 216667 0.646 0.000593 "E" 0.161 -3.841 1 75 0.039 139.978 "A"
"106535" 0.821 2009 0.165 0.774 209957 0.912 0 "D" 0.745 -2.787 0 47 0.347 150.083 "B"
"37331" 0.57 2014 0.212 0.608 260632 0.676 0 "Db" 0.347 -7.56 1 63 0.248 80.939 "A"
"33969" 0.955 1997 0.255 0.813 187707 0.622 1.57e-06 "G" 0.339 -7.222 1 53 0.0376 106.1 "B"
"35606" 0.879 2005 0.0114 0.55 223653 0.917 0 "B" 0.221 -5.075 1 55 0.096 156.958 "B"
"13056" 0.318 1987 0.736 0.446 245000 0.41 0 "C" 0.122 -11.431 1 55 0.0289 156.274 "B"
"54887" 0.211 2008 0.166 0.51 215613 0.683 0 "C" 0.0795 -4.338 1 50 0.0302 159.918 "B"
"67010" 0.373 1979 0.0517 0.578 264453 0.734 0.233 "E" 0.165 -6.09 1 31 0.0304 104.851 "C"
"52519" 0.378 1996 0.373 0.636 164293 0.424 0 "Gb" 0.101 -11.316 1 44 0.0316 128.48 "B"
"1946" 0.689 1931 0.994 0.751 169493 0.182 0.272 "E" 0.245 -12.357 0 0 0.0839 120.643 "D"
"60584" 0.621 1947 0.993 0.616 158229 0.154 0.894 "F" 0.272 -16.357 0 0 0.4 62.326 "D"
"83913" 0.66 1977 0.076 0.45 173227 0.871 0.0974 "A" 0.172 -6.963 1 33 0.0657 152.073 "C"
"44974" 0.188 1958 0.756 0.269 173173 0.191 7.37e-05 "F" 0.23 -17.892 1 25 0.0335 107.218 "C"
"69139" 0.683 1990 0.367 0.577 319427 0.677 0 "Eb" 0.493 -10.327 1 53 0.0245 92.007 "B"
"140999" 0.833 1930 0.994 0.763 170493 0.224 0.334 "D" 0.134 -9.534 0 0 0.128 115.533 "D"
"53005" 0.765 1999 0.0144 0.881 243867 0.83 0.00771 "G" 0.0626 -4.563 1 52 0.172 98.793 "B"
"68957" 0.447 1989 0.0168 0.765 91627 0.458 5.24e-05 "G" 0.236 -13.384 1 37 0.336 166.801 "C"
"138127" 0.147 2006 0.00896 0.396 224240 0.607 0 "D" 0.254 -6.119 1 41 0.193 97.198 "B"
"562" 0.754 1924 0.99 0.747 183573 0.289 0 "A" 0.22 -16.036 1 0 0.107 65.831 "D"
"95036" 0.311 1951 0.971 0.438 282912 0.116 2.1e-05 "Ab" 0.218 -20.452 0 0 0.0566 105.941 "D"
"93290" 0.0759 1940 0.985 0.219 292480 0.318 0.921 "G" 0.117 -16.543 1 0 0.0933 63.388 "D"
"168240" 0.734 2008 0.676 0.42 248040 0.586 0 "G" 0.975 -8.589 1 39 0.0404 170.088 "C"
"160183" 0.713 1968 0.556 0.541 181547 0.678 0 "D" 0.0611 -7.624 1 20 0.0319 77.478 "D"
"132954" 0.758 1980 0.0244 0.398 172560 0.856 9.47e-06 "A" 0.169 -7.733 1 24 0.0935 178.672 "C"
"25108" 0.61 1952 0.865 0.438 130467 0.426 0.429 "F" 0.0937 -12.225 1 7 0.0335 112.657 "D"
"150079" 0.624 1992 0.00473 0.539 184067 0.722 0 "G" 0.103 -9.769 1 31 0.0397 151.164 "C"
"130976" 0.769 1971 0.664 0.696 213893 0.611 1.53e-05 "F" 0.474 -8.055 1 22 0.053 112.837 "C"
"130540" 0.512 1968 0.38 0.571 253747 0.236 0.0235 "Bb" 0.112 -14.608 1 25 0.0281 85.795 "C"
"140653" 0.347 2019 0.786 0.434 178160 0.314 0 "Bb" 0.163 -7.78 0 66 0.0577 175.077 "A"
"137544" 0.349 2003 0.0596 0.401 155600 0.444 0 "Db" 0.0874 -11.391 1 49 0.0306 124.746 "B"
"118432" 0.0724 1988 0.92 0.275 170360 0.076 0.111 "Gb" 0.27 -23.365 0 29 0.0425 77.921 "C"
"1630" 0.0688 1930 0.981 0.43 636293 0.203 0.886 "Eb" 0.74 -19.76 1 15 0.0427 123.483 "D"
"51600" 0.97 1991 0.815 0.7 188639 0.422 5.87e-06 "D" 0.237 -8.709 1 47 0.0506 122.544 "B"
"135502" 0.879 1993 0.722 0.572 148800 0.947 0.0233 "Gb" 0.272 -4.674 1 32 0.106 137.621 "C"
"94700" 0.92 1950 0.961 0.621 193920 0.291 0.00131 "E" 0.0812 -9.567 1 0 0.0444 115.285 "D"
"117085" 0.758 1981 0.012 0.604 253840 0.601 0.00196 "Eb" 0.0867 -8.602 1 33 0.0373 170.537 "C"
"54871" 0.489 2008 0.158 0.672 283040 0.592 0.00346 "B" 0.113 -7.189 0 54 0.0311 127.974 "B"
"82490" 0.885 1970 0.123 0.76 170120 0.702 1.38e-06 "C" 0.0807 -12.382 1 34 0.0362 118.783 "C"
"139275" 0.639 2012 0.0881 0.565 291336 0.78 0 "A" 0.313 -5.368 1 46 0.375 74.285 "B"
"156190" 0.601 1948 0.993 0.733 195470 0.306 0.00883 "Bb" 0.369 -9.663 1 0 0.509 122.58 "D"
"104079" 0.282 1997 0.34 0.749 208467 0.357 0.577 "D" 0.258 -14.811 1 38 0.0309 102.319 "C"
"22502" 0.644 1938 0.988 0.576 191216 0.36 0.255 "E" 0.285 -11.706 1 0 0.103 115.971 "D"
"89226" 0.967 2005 0.498 0.734 206413 0.977 0 "Gb" 0.155 -4.756 1 50 0.0319 123.284 "B"
"141469" 0.183 1945 0.981 0.267 68640 0.296 0.0126 "Bb" 0.102 -14.413 1 1 0.0408 64.559 "D"
"123177" 0.297 2012 0.00678 0.598 244587 0.724 0.00182 "G" 0.0839 -7.225 1 50 0.0345 137.115 "B"
"63120" 0.111 1960 0.942 0.127 228467 0.226 0.000447 "C" 0.14 -13.596 1 19 0.0389 172.358 "D"
"108944" 0.224 1926 0.996 0.434 99560 0.045 0.814 "Bb" 0.0972 -24.486 1 0 0.0409 75.751 "D"
"115685" 0.594 1974 0.698 0.586 189880 0.25 0.00229 "G" 0.561 -15.206 1 29 0.027 85.914 "C"
"41121" 0.446 1939 0.996 0.689 171224 0.166 0.0201 "C" 0.12 -13.199 1 0 0.233 123.87 "D"
"94283" 0.73 1948 0.996 0.789 170121 0.148 0.708 "E" 0.123 -10.121 1 0 0.152 130.117 "D"
"18851" 0.37 2016 0.00776 0.792 173987 0.625 0.0018 "Db" 0.329 -5.609 1 81 0.0536 103.967 "A"
"1426" 0.799 1929 0.992 0.795 167040 0.276 0.00242 "Bb" 0.117 -8.04 1 5 0.0465 103.003 "D"
"45770" 0.296 1962 0.873 0.383 180400 0.158 0 "Ab" 0.181 -15.102 1 31 0.0347 69.003 "C"
"25742" 0.104 1955 0.993 0.193 85627 0.0913 0.0585 "G" 0.109 -22.308 1 12 0.0382 170.152 "D"
"40016" 0.352 1933 0.616 0.458 175047 0.816 0.745 "Db" 0.331 -8.745 1 0 0.203 151.196 "D"
"60488" 0.57 1947 0.994 0.41 185173 0.425 0.85 "F" 0.227 -12.92 0 0 0.108 124.506 "D"
"40357" 0.922 1935 0.989 0.585 196080 0.5 0.889 "Ab" 0.0931 -7.417 0 0 0.0554 85.886 "D"
"25950" 0.222 1956 0.992 0.404 209013 0.0621 0.897 "F" 0.212 -16.268 1 23 0.0362 131.406 "C"
"3720" 0.856 1940 0.921 0.872 176840 0.308 0.000371 "C" 0.347 -13.521 1 9 0.201 107.536 "D"
"25935" 0.328 1956 0.875 0.408 141331 0.374 0.000414 "Bb" 0.127 -7.865 1 19 0.0264 89.293 "D"
"169751" 0.272 2016 0.000262 0.609 207874 0.776 1.68e-05 "E" 0.105 -5.837 1 60 0.059 116.01 "B"
"1099" 0.901 1927 0.977 0.623 129333 0.467 0.0203 "Db" 0.755 -16.211 0 0 0.31 131.779 "D"
"8" 0.0731 1921 0.993 0.389 218773 0.088 0.527 "Db" 0.363 -21.091 0 2 0.0456 92.867 "D"
"101790" 0.293 1985 0.098 0.594 263533 0.147 4.34e-05 "Eb" 0.117 -15.332 1 26 0.0299 132.812 "C"
"32209" 0.747 1988 0.0137 0.866 219947 0.818 0 "Ab" 0.132 -4.111 0 49 0.26 103.332 "B"
"99808" 0.555 1975 0.515 0.761 278760 0.788 8.02e-05 "Db" 0.056 -12.906 1 32 0.061 110.53 "C"
"59445" 0.454 1941 0.993 0.519 188267 0.203 0.893 "Ab" 0.196 -15.746 0 0 0.036 109.029 "D"
"46937" 0.293 1968 0.58 0.275 187067 0.333 0 "C" 0.111 -13.8 1 31 0.0291 78.766 "C"
"90789" 0.243 2013 0.0166 0.632 254867 0.723 3.74e-05 "F" 0.104 -9.323 0 54 0.0682 137.958 "B"
"29429" 0.43 1974 0.528 0.515 182200 0.363 8.24e-05 "D" 0.124 -13.911 1 41 0.0287 115.595 "B"
"94013" 0.711 1946 0.993 0.553 178648 0.314 0.609 "Eb" 0.211 -8.072 1 0 0.0924 77.915 "D"
"45467" 0.13 1961 0.978 0.394 135240 0.00653 0.877 "D" 0.106 -36.612 1 25 0.0459 78.238 "C"
"887" 0.899 1926 0.995 0.614 189333 0.196 0.892 "E" 0.0526 -14.019 1 9 0.427 201.119 "D"
"145033" 0.239 1967 0.309 0.201 433573 0.773 0.744 "Db" 0.0987 -10.193 1 24 0.064 145.018 "C"
"77222" 0.199 1942 0.991 0.426 179775 0.0277 0.868 "A" 0.117 -21.432 0 0 0.0445 70.651 "D"
"30418" 0.113 1979 1.9e-05 0.317 287573 0.599 0.897 "A" 0.122 -8.434 1 50 0.0321 124.492 "B"
"116141" 0.549 1976 0.114 0.464 370507 0.56 0 "A" 0.224 -11.309 1 29 0.0945 73.461 "C"
"89795" 0.49 2008 0.155 0.798 262573 0.557 0 "E" 0.557 -10.216 0 46 0.313 150.075 "B"
"68311" 0.25 1986 0.507 0.636 237800 0.331 0 "Ab" 0.0676 -14.871 1 44 0.0441 129.977 "B"
"55670" 0.527 2012 0.012 0.534 207587 0.95 1.91e-06 "A" 0.413 -2.712 0 57 0.161 140.071 "B"
"151474" 0.415 1999 0.631 0.678 241400 0.585 0.00141 "G" 0.0814 -7.677 1 34 0.0769 85.019 "C"
"155882" 0.551 1940 0.99 0.393 199480 0.382 0.196 "C" 0.272 -9.555 1 0 0.0521 83.431 "D"
"102365" 0.0739 1988 0.988 0.237 361240 0.0632 0.866 "E" 0.107 -23.899 1 36 0.0399 72.241 "C"
"128610" 0.422 1959 0.417 0.601 135360 0.254 0.000272 "G" 0.22 -13.494 1 15 0.0554 115.685 "D"
"116351" 0.863 1977 0.178 0.836 237373 0.54 0.000363 "Bb" 0.0208 -12.263 0 34 0.104 116.165 "C"
"30544" 0.672 1980 0.312 0.765 448240 0.455 0.000377 "G" 0.127 -10.147 0 47 0.0305 117.525 "B"
"169305" 0.369 2014 0.00674 0.436 264266 0.9 9.97e-05 "G" 0.225 -3.512 0 46 0.0577 139.979 "B"
"73687" 0.685 2013 0.521 0.658 257387 0.475 0.0067 "G" 0.176 -11.703 1 59 0.0292 153.851 "B"
"127406" 0.701 1953 0.989 0.471 176730 0.388 0.882 "Eb" 0.109 -12.08 1 0 0.0455 135.268 "D"
"6370" 0.696 1953 0.634 0.43 184533 0.375 2.97e-05 "Bb" 0.045 -10.609 1 12 0.0415 172.049 "D"
"34332" 0.763 1999 0.239 0.725 188093 0.392 0 "C" 0.141 -8.972 1 58 0.0419 176.517 "B"
"28065" 0.537 1967 0.92 0.458 165773 0.102 0.00425 "E" 0.255 -13.536 1 40 0.0349 144.248 "C"
"55336" 0.113 2010 0.944 0.15 415813 0.128 0.93 "D" 0.0703 -20.46 1 60 0.0459 46.771 "B"
"137084" 0.6 2001 0.0117 0.59 223107 0.867 6.42e-06 "Bb" 0.232 -6.4 1 37 0.0397 111.655 "C"
"7661" 0.117 1960 0.982 0.524 183067 0.0877 0.891 "C" 0.129 -21.657 1 43 0.0394 79.894 "B"
"142848" 0.923 1953 0.918 0.836 177816 0.797 0.000249 "D" 0.125 -11.163 1 1 0.0782 102.02 "D"
"133197" 0.759 1982 0.00322 0.476 75160 0.853 0 "Gb" 0.115 -8.863 1 27 0.0359 115.861 "C"
"12447" 0.453 1984 0.00292 0.22 220427 0.708 0.0267 "G" 0.102 -9.051 1 68 0.035 66.214 "A"
"123285" 0.156 2012 0.916 0.426 234280 0.0985 0 "E" 0.17 -10.76 1 48 0.0386 131.449 "B"
"168081" 0.656 2008 0.263 0.617 380360 0.678 0 "Gb" 0.323 -6.774 1 41 0.0415 132.313 "B"
"100373" 0.787 1978 0.0144 0.834 245587 0.586 5.37e-05 "B" 0.107 -8.923 0 33 0.183 125.659 "C"
"51175" 0.807 1989 0.0866 0.723 324733 0.542 2.72e-06 "Ab" 0.105 -12.656 1 36 0.108 150.62 "C"
"108584" 0.224 2019 0.477 0.618 218189 0.611 0.0333 "G" 0.162 -6.654 0 77 0.11 88.07 "A"
"141885" 0.0347 1948 0.961 0.0851 261000 0.0653 0.82 "G" 0.161 -25.257 1 0 0.0396 65.548 "D"
"44306" 0.341 1955 0.672 0.314 162067 0.254 0 "F" 0.407 -10.237 1 16 0.0311 85.416 "D"
"168781" 0.379 2011 0.115 0.482 207126 0.795 0 "Db" 0.125 -4.234 1 43 0.0319 180.003 "B"
"29053" 0.559 1972 0.856 0.463 143733 0.321 0 "G" 0.274 -10.741 1 42 0.0319 118.433 "B"
"104585" 0.784 1999 0.0158 0.59 202067 0.904 2.91e-06 "A" 0.06 -5.283 1 39 0.138 183.972 "C"
"65088" 0.789 1970 0.00686 0.716 168987 0.843 0.0219 "A" 0.0568 -8.105 1 35 0.0594 119.885 "C"
"145879" 0.926 1971 0.0869 0.67 379429 0.844 0.0556 "Bb" 0.142 -10.671 1 30 0.0455 116.778 "C"
"54571" 0.409 2006 0.0129 0.474 237067 0.805 2.51e-06 "E" 0.175 -4.063 0 57 0.0266 78.102 "B"
"1269" 0.503 1928 0.872 0.771 192000 0.233 0.00209 "D" 0.0458 -12.267 1 10 0.111 114.123 "D"
"132786" 0.468 1980 0.294 0.525 301173 0.834 0.000177 "Ab" 0.0889 -7.313 1 22 0.0588 119.307 "C"
"168531" 0.706 2010 0.0385 0.586 111333 0.882 0 "B" 0.32 -3.794 0 52 0.0487 131.008 "B"
"46021" 0.0961 1964 0.861 0.698 253840 0.0926 0.49 "D" 0.0887 -20.716 0 33 0.05 81.187 "C"
"84901" 0.367 1982 0.00143 0.484 286667 0.819 0 "E" 0.198 -6.001 0 33 0.046 128.526 "C"
"106297" 0.646 2008 0.109 0.672 220500 0.749 0.0011 "A" 0.42 -7.245 1 52 0.0473 109.91 "B"
"28878" 0.754 1971 0.115 0.666 343133 0.573 4.7e-05 "A" 0.0852 -12.018 1 44 0.0507 126.515 "B"
"5888" 0.919 1951 0.713 0.718 143067 0.54 0 "Eb" 0.205 -8.179 1 18 0.0814 130.277 "D"
"18625" 0.928 2015 0.00801 0.856 269667 0.609 8.15e-05 "C" 0.0344 -7.223 1 82 0.0824 114.988 "A"
"138977" 0.235 2011 0.169 0.621 195280 0.829 0.495 "G" 0.32 -5.466 1 44 0.025 105.072 "B"
"149061" 0.0326 1987 0.172 0.461 149427 0.0868 0.795 "C" 0.133 -32.601 0 36 0.0567 109.622 "C"
"17927" 0.234 2011 0.0114 0.451 232160 0.632 0 "Ab" 0.198 -7.98 0 63 0.297 132.89 "A"
"160464" 0.441 1969 0.589 0.358 255933 0.807 0.256 "E" 0.134 -7.06 0 20 0.0516 134.379 "D"
"87951" 0.133 1998 0.0241 0.522 238040 0.767 0.122 "Db" 0.101 -8.011 0 41 0.0722 121.057 "B"
"80899" 0.305 1962 0.754 0.574 213480 0.0932 0 "B" 0.516 -32.76 1 15 0.939 88.378 "D"
"92134" 0.173 2019 0.311 0.644 177000 0.501 0 "C" 0.106 -8.959 1 63 0.491 129.828 "A"
